STATEFIPS;STATE;ZIPCODE;NumofReturns;TotalIncome;Salaries;NumofRetwithDivis;Divis;NumofRetwithRE;Retax
1;AL;36017;860.0000;19156.0001;14351.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36020;550.0000;27143.0000;19840.0000;40.0000;61.0000;0.0000;0.0000
1;AL;36022;6290.0000;426675.0000;313149.0000;790.0000;2027.0000;320.0000;307.0000
1;AL;36024;2810.0000;197233.0000;120388.0000;440.0000;2372.0000;170.0000;366.0000
1;AL;36025;2180.0000;87255.0000;66742.0000;200.0000;325.0000;80.0000;55.0000
1;AL;36026;440.0000;39827.0001;20775.0000;80.0000;774.0000;30.0000;60.0000
1;AL;36027;6300.0000;301435.0000;208856.0000;740.0000;4779.0000;220.0000;386.0000
1;AL;36028;670.0000;30957.0000;22067.0000;50.0000;52.0000;0.0000;0.0000
1;AL;36029;420.0000;29360.0001;18239.0000;60.0000;239.0000;30.0000;62.0000
1;AL;36030;210.0000;7630.0001;5538.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36032;1060.0000;41339.0000;31075.0000;50.0000;93.0000;0.0000;0.0000
1;AL;36033;1570.0000;65574.0001;49703.0000;100.0000;147.0000;20.0000;19.0000
1;AL;36034;330.0000;14384.0001;11050.0000;20.0000;30.0000;0.0000;0.0000
1;AL;36035;860.0000;43361.0000;32495.0000;80.0000;57.0000;0.0000;0.0000
1;AL;36036;830.0000;38427.0000;27874.0000;50.0000;71.0000;0.0000;0.0000
1;AL;36037;5680.0000;260649.0000;181023.0000;460.0000;3730.0000;150.0000;237.0000
1;AL;36039;110.0000;3697.0002;2491.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36040;1500.0000;50713.0000;38576.0000;40.0000;167.0000;20.0000;26.0000
1;AL;36041;600.0000;25333.0000;20409.0000;30.0000;9.0000;0.0000;0.0000
1;AL;36042;600.0000;27333.0000;20282.0000;40.0000;54.0000;0.0000;0.0000
1;AL;36043;1680.0000;97186.0000;67375.0000;220.0000;1486.0000;70.0000;82.0000
1;AL;36046;600.0000;28149.0000;20287.0000;50.0000;163.0000;0.0000;0.0000
1;AL;36047;600.0000;25306.0001;16843.0000;30.0000;110.0000;0.0000;0.0000
1;AL;36048;510.0000;20057.0000;13729.0000;30.0000;151.0000;0.0000;0.0000
1;AL;36049;2320.0000;112189.0000;81309.0000;180.0000;987.0000;60.0000;104.0000
1;AL;36051;990.0000;48922.0000;38634.0000;60.0000;66.0000;30.0000;27.0000
1;AL;36052;400.0000;40009.0000;23995.0000;100.0000;740.0000;50.0000;92.0000
1;AL;36053;770.0000;27494.0000;20461.0000;40.0000;294.0000;0.0000;0.0000
1;AL;36054;7030.0000;383222.0000;280009.0000;700.0000;2003.0000;280.0000;322.0000
1;AL;36064;5830.0000;652183.0000;411191.0000;1370.0000;10826.0000;950.0000;2461.0000
1;AL;36066;9850.0000;659182.0000;487811.0000;1520.0000;5307.0000;520.0000;751.0000
1;AL;36067;11610.0000;675212.0000;487698.0000;1360.0000;5276.0000;530.0000;672.0000
1;AL;36069;840.0000;42597.0000;27638.0000;110.0000;324.0000;0.0000;0.0000
1;AL;36071;350.0000;12705.0000;9948.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36075;860.0000;39170.0000;28064.0000;40.0000;72.0000;30.0000;34.0000
1;AL;36078;5840.0000;306827.0000;214311.0000;540.0000;2277.0000;200.0000;249.0000
1;AL;36079;4140.0000;219238.0000;166762.0000;450.0000;1399.0000;150.0000;217.0000
1;AL;36080;1160.0000;83049.0000;49067.0000;220.0000;843.0000;70.0000;108.0000
1;AL;36081;5940.0000;342684.0000;203233.0000;660.0000;4377.0000;220.0000;489.0000
1;AL;36083;3390.0000;118409.0001;82087.0000;130.0000;208.0000;150.0000;168.0000
1;AL;36088;990.0000;29826.0000;21163.0000;40.0000;13.0000;30.0000;18.0000
1;AL;36089;3190.0000;109391.0001;83682.0000;160.0000;776.0000;80.0000;119.0000
1;AL;36091;1580.0000;77790.0001;56029.0000;110.0000;192.0000;50.0000;107.0000
1;AL;36092;9510.0000;529880.0000;356125.0000;940.0000;3214.0000;350.0000;399.0000
1;AL;36093;5520.0000;449098.0000;298659.0000;1050.0000;3732.0000;480.0000;599.0000
1;AL;36104;2770.0000;122441.0000;85648.0000;240.0000;1666.0000;100.0000;223.0000
1;AL;36105;4490.0000;155219.0001;117636.0000;200.0000;556.0000;120.0000;125.0000
1;AL;36106;6780.0000;510965.0000;292756.0000;1310.0000;18411.0000;570.0000;1285.0000
1;AL;36107;2990.0000;92141.0000;71043.0000;130.0000;295.0000;30.0000;29.0000
1;AL;36108;7500.0000;226838.0001;165381.0000;250.0000;400.0000;120.0000;116.0000
1;AL;36109;11330.0000;560099.0000;373425.0000;1470.0000;6136.0000;420.0000;512.0000
1;AL;36110;4890.0000;137987.0000;107943.0000;100.0000;102.0000;70.0000;50.0000
1;AL;36111;5880.0000;443426.0000;263502.0000;960.0000;23069.0000;480.0000;1212.0000
1;AL;36113;310.0000;24335.0002;22623.0000;90.0000;246.0000;0.0000;0.0000
1;AL;36115;230.0000;12255.0003;11440.0000;20.0000;0.0000;0.0000;0.0000
1;AL;36116;19210.0000;871458.0000;641000.0000;1330.0000;8116.0000;930.0000;1297.0000
1;AL;36117;23680.0000;1798234.0000;1136098.0000;4050.0000;31600.0000;2130.0000;4332.0000
1;AL;36201;6610.0000;215151.0000;163764.0000;260.0000;268.0000;80.0000;82.0000
1;AL;36203;8810.0000;496283.0000;349343.0000;950.0000;4040.0000;390.0000;639.0000
1;AL;36205;330.0000;16353.0001;9978.0000;50.0000;50.0000;0.0000;0.0000
1;AL;36206;4860.0000;202000.0000;146473.0000;370.0000;994.0000;90.0000;100.0000
1;AL;36207;8680.0000;579418.0000;357179.0000;1370.0000;10312.0000;510.0000;1087.0000
1;AL;36250;2240.0000;122984.0000;87488.0000;240.0000;678.0000;80.0000;95.0000
1;AL;36251;2080.0000;103410.0000;75930.0000;160.0000;464.0000;40.0000;34.0000
1;AL;36255;400.0000;45523.0000;16265.0000;30.0000;40.0000;0.0000;0.0000
1;AL;36256;620.0000;30507.0000;24988.0000;30.0000;28.0000;0.0000;0.0000
1;AL;36258;700.0000;35138.0000;23547.0000;60.0000;121.0000;0.0000;0.0000
1;AL;36260;1750.0000;81645.0000;60327.0000;100.0000;170.0000;50.0000;40.0000
1;AL;36262;560.0000;26481.0000;19884.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36263;220.0000;12592.0001;9885.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36264;3640.0000;197339.0000;146883.0000;280.0000;930.0000;130.0000;213.0000
1;AL;36265;8040.0000;417153.0000;284651.0000;980.0000;4171.0000;300.0000;439.0000
1;AL;36266;2300.0000;118597.0000;82169.0000;210.0000;656.0000;70.0000;85.0000
1;AL;36268;2550.0000;125528.0001;92131.0000;160.0000;484.0000;60.0000;102.0000
1;AL;36269;500.0000;24483.0001;19048.0000;30.0000;25.0000;0.0000;0.0000
1;AL;36271;2680.0000;140390.0000;99717.0000;260.0000;2018.0000;70.0000;114.0000
1;AL;36272;5010.0000;229428.0000;162992.0000;380.0000;1103.0000;100.0000;120.0000
1;AL;36273;1080.0000;63172.0001;47598.0000;70.0000;151.0000;40.0000;44.0000
1;AL;36274;4520.0000;188403.0000;146762.0000;290.0000;960.0000;100.0000;139.0000
1;AL;36276;890.0000;40936.0000;30408.0000;60.0000;128.0000;0.0000;0.0000
1;AL;36277;2490.0000;118763.0000;88186.0000;200.0000;702.0000;60.0000;55.0000
1;AL;36278;2110.0000;141096.0000;81951.0000;340.0000;1804.0000;140.0000;366.0000
1;AL;36279;1110.0000;55546.0000;41642.0000;80.0000;155.0000;20.0000;18.0000
1;AL;36280;1580.0000;78646.0000;59269.0000;110.0000;186.0000;40.0000;44.0000
1;AL;36301;16380.0000;827892.0000;598504.0000;1520.0000;7952.0000;520.0000;796.0000
1;AL;36303;13370.0000;814178.0000;525989.0000;1810.0000;17632.0000;680.0000;1299.0000
1;AL;36305;7320.0000;682912.0000;432292.0000;1520.0000;16615.0000;650.0000;1588.0000
1;AL;36310;2590.0000;128192.0000;84312.0000;290.0000;1327.0000;100.0000;122.0000
1;AL;36311;1090.0000;56285.0000;41660.0000;100.0000;119.0000;30.0000;27.0000
1;AL;36312;2610.0000;140195.0000;106464.0000;260.0000;725.0000;60.0000;93.0000
1;AL;36314;240.0000;11427.0001;8178.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36316;800.0000;46637.0000;32476.0000;100.0000;196.0000;20.0000;23.0000
1;AL;36317;160.0000;8593.0002;6150.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36318;510.0000;28179.0000;21306.0000;40.0000;43.0000;0.0000;0.0000
1;AL;36319;1000.0000;53863.0001;38497.0000;100.0000;253.0000;30.0000;35.0000
1;AL;36320;1480.0000;64357.0000;49153.0000;100.0000;135.0000;0.0000;0.0000
1;AL;36321;840.0000;41955.0000;31476.0000;60.0000;157.0000;0.0000;0.0000
1;AL;36322;3610.0000;161260.0000;117055.0000;290.0000;455.0000;70.0000;85.0000
1;AL;36323;3080.0000;144075.0000;103114.0000;240.0000;1059.0000;70.0000;74.0000
1;AL;36330;16350.0000;1045498.0000;709462.0000;2370.0000;12285.0000;750.0000;1533.0000
1;AL;36340;2110.0000;93566.0000;66254.0000;180.0000;1041.0000;40.0000;63.0000
1;AL;36343;570.0000;23073.0000;16376.0000;30.0000;14.0000;0.0000;0.0000
1;AL;36344;2330.0000;113670.0000;79579.0000;220.0000;1081.0000;50.0000;52.0000
1;AL;36345;3950.0000;252104.0000;184391.0000;540.0000;1693.0000;180.0000;263.0000
1;AL;36346;600.0000;31301.0000;24783.0000;40.0000;35.0000;0.0000;0.0000
1;AL;36350;3400.0000;192624.0000;142992.0000;320.0000;1240.0000;110.0000;205.0000
1;AL;36351;1620.0000;95574.0000;66852.0000;180.0000;846.0000;50.0000;59.0000
1;AL;36352;2350.0000;150229.0000;106953.0000;270.0000;959.0000;80.0000;169.0000
1;AL;36353;800.0000;41109.0000;28903.0000;90.0000;193.0000;0.0000;0.0000
1;AL;36360;8330.0000;395817.0000;273633.0000;770.0000;2902.0000;240.0000;330.0000
1;AL;36362;1400.0000;81205.0000;75410.0000;240.0000;184.0000;0.0000;0.0000
1;AL;36370;420.0000;18696.0000;15186.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36373;230.0000;9866.0002;7124.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36374;490.0000;28250.0000;18250.0000;30.0000;29.0000;0.0000;0.0000
1;AL;36375;3030.0000;149741.0000;109306.0000;220.0000;623.0000;70.0000;90.0000
1;AL;36376;940.0000;41042.0000;30978.0000;70.0000;119.0000;0.0000;0.0000
1;AL;36401;2940.0000;124095.0000;86074.0000;180.0000;1155.0000;80.0000;99.0000
1;AL;36420;4660.0000;255741.0000;170029.0000;490.0000;2630.0000;140.0000;288.0000
1;AL;36421;3900.0000;244911.0000;162562.0000;510.0000;1999.0000;150.0000;244.0000
1;AL;36425;320.0000;10873.0001;7817.0000;20.0000;7.0000;0.0000;0.0000
1;AL;36426;5940.0000;283214.0000;205169.0000;480.0000;2557.0000;120.0000;171.0000
1;AL;36432;960.0000;37712.0000;28990.0000;40.0000;41.0000;0.0000;0.0000
1;AL;36435;200.0000;6369.0001;4744.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36436;210.0000;9812.0002;7847.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36441;1520.0000;75526.0001;56002.0000;90.0000;293.0000;20.0000;21.0000
1;AL;36442;1210.0000;51621.0000;36054.0000;80.0000;155.0000;0.0000;0.0000
1;AL;36444;210.0000;9278.0001;7418.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36445;1640.0000;73012.0000;56158.0000;110.0000;145.0000;30.0000;36.0000
1;AL;36451;1940.0000;113744.0000;75544.0000;210.0000;1399.0000;60.0000;78.0000
1;AL;36453;940.0000;49145.0000;35929.0000;70.0000;143.0000;20.0000;27.0000
1;AL;36456;710.0000;33455.0000;25898.0000;30.0000;32.0000;0.0000;0.0000
1;AL;36460;3640.0000;189699.0000;124324.0000;350.0000;2988.0000;120.0000;256.0000
1;AL;36467;3860.0000;182250.0000;130154.0000;380.0000;1471.0000;100.0000;129.0000
1;AL;36471;370.0000;13757.0001;11135.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36474;1160.0000;55383.0000;43382.0000;90.0000;164.0000;0.0000;0.0000
1;AL;36475;740.0000;31964.0000;23962.0000;50.0000;94.0000;0.0000;0.0000
1;AL;36477;1790.0000;88522.0000;59350.0000;140.0000;453.0000;0.0000;0.0000
1;AL;36480;720.0000;35274.0000;26111.0000;40.0000;42.0000;0.0000;0.0000
1;AL;36481;110.0000;3045.0001;2602.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36482;410.0000;14124.0001;11694.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36483;160.0000;6501.0002;4585.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36502;6590.0000;293197.0000;209970.0000;430.0000;1094.0000;160.0000;199.0000
1;AL;36505;640.0000;38368.0000;29875.0000;60.0000;44.0000;0.0000;0.0000
1;AL;36507;8510.0000;448261.0000;326797.0000;760.0000;3138.0000;380.0000;590.0000
1;AL;36509;830.0000;31705.0000;22115.0000;30.0000;11.0000;0.0000;0.0000
1;AL;36511;370.0000;14310.0001;10244.0000;30.0000;30.0000;0.0000;0.0000
1;AL;36518;1040.0000;67899.0001;48640.0000;100.0000;347.0000;30.0000;40.0000
1;AL;36521;2080.0000;117175.0001;91805.0000;160.0000;380.0000;70.0000;95.0000
1;AL;36522;2970.0000;146154.0000;114753.0000;200.0000;460.0000;100.0000;131.0000
1;AL;36523;1110.0000;56311.0001;37600.0000;100.0000;267.0000;40.0000;60.0000
1;AL;36524;450.0000;20174.0001;14230.0000;30.0000;13.0000;0.0000;0.0000
1;AL;36525;800.0000;46937.0000;36483.0000;60.0000;37.0000;0.0000;0.0000
1;AL;36526;17400.0000;1387915.0000;943666.0000;3330.0000;19334.0000;1310.0000;2939.0000
1;AL;36527;8120.0000;835883.0000;581643.0000;1980.0000;12656.0000;880.0000;1937.0000
1;AL;36528;870.0000;72066.0000;41503.0000;220.0000;1088.0000;90.0000;222.0000
1;AL;36529;230.0000;11939.0000;9481.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36530;3630.0000;239859.0000;130523.0000;590.0000;3437.0000;160.0000;322.0000
1;AL;36532;16080.0000;1698375.0000;920999.0000;4910.0000;46061.0000;1900.0000;6132.0000
1;AL;36535;16240.0000;814933.0000;487606.0000;2370.0000;10711.0000;570.0000;1058.0000
1;AL;36538;140.0000;5395.0001;3682.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36539;290.0000;14791.0001;12061.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36540;400.0000;13477.0001;10951.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36541;6310.0000;340608.0000;254038.0000;460.0000;1476.0000;240.0000;397.0000
1;AL;36542;7720.0000;541370.0000;279095.0000;1700.0000;13039.0000;550.0000;1396.0000
1;AL;36544;4860.0000;214789.0000;168917.0000;240.0000;447.0000;100.0000;179.0000
1;AL;36545;3830.0000;192757.0000;137685.0000;320.0000;1671.0000;140.0000;129.0000
1;AL;36548;460.0000;28164.0000;19667.0000;40.0000;46.0000;0.0000;0.0000
1;AL;36549;2600.0000;157872.0000;74240.0000;590.0000;3155.0000;110.0000;200.0000
1;AL;36550;100.0000;4311.0002;3390.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36551;4470.0000;254843.0000;188253.0000;460.0000;1659.0000;160.0000;272.0000
1;AL;36553;1350.0000;59243.0000;47088.0000;40.0000;21.0000;40.0000;31.0000
1;AL;36555;650.0000;60467.0000;25987.0000;190.0000;1502.0000;70.0000;189.0000
1;AL;36558;1350.0000;73634.0001;58678.0000;80.0000;130.0000;20.0000;24.0000
1;AL;36560;1380.0000;51817.0000;39526.0000;30.0000;23.0000;30.0000;28.0000
1;AL;36561;4610.0000;517968.0000;246220.0000;1440.0000;20237.0000;660.0000;2341.0000
1;AL;36562;740.0000;36316.0000;29171.0000;30.0000;12.0000;0.0000;0.0000
1;AL;36567;6370.0000;328168.0000;233817.0000;550.0000;1387.0000;180.0000;234.0000
1;AL;36569;320.0000;17875.0001;13552.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36571;7600.0000;487382.0000;361188.0000;790.0000;3141.0000;420.0000;766.0000
1;AL;36572;3120.0000;212454.0000;155298.0000;370.0000;717.0000;180.0000;304.0000
1;AL;36574;650.0000;37507.0000;24690.0000;60.0000;69.0000;20.0000;25.0000
1;AL;36575;9330.0000;511939.0000;399330.0000;740.0000;1710.0000;450.0000;706.0000
1;AL;36576;2400.0000;130891.0000;90389.0000;270.0000;1041.0000;90.0000;123.0000
1;AL;36578;970.0000;58729.0000;43334.0000;100.0000;228.0000;30.0000;31.0000
1;AL;36579;700.0000;40802.0001;27512.0000;80.0000;150.0000;30.0000;23.0000
1;AL;36580;3010.0000;150103.0000;103403.0000;360.0000;1173.0000;100.0000;161.0000
1;AL;36582;10700.0000;610924.0000;425550.0000;1000.0000;5223.0000;440.0000;1025.0000
1;AL;36583;270.0000;15005.0002;11494.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36584;300.0000;15353.0000;12919.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36585;380.0000;20116.0000;14712.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36587;4400.0000;220607.0000;171023.0000;310.0000;820.0000;140.0000;224.0000
1;AL;36602;590.0000;47308.0000;33073.0000;120.0000;495.0000;60.0000;170.0000
1;AL;36603;2590.0000;75106.0000;56626.0000;60.0000;37.0000;50.0000;64.0000
1;AL;36604;3880.0000;253237.0000;184012.0000;680.0000;3804.0000;240.0000;632.0000
1;AL;36605;11080.0000;406031.0000;280011.0000;610.0000;4770.0000;220.0000;605.0000
1;AL;36606;8510.0000;375855.0000;273241.0000;810.0000;3785.0000;250.0000;551.0000
1;AL;36607;2630.0000;172384.0000;104640.0000;360.0000;7080.0000;170.0000;644.0000
1;AL;36608;16830.0000;1405409.0000;848058.0000;3250.0000;45238.0000;1460.0000;5650.0000
1;AL;36609;10980.0000;580707.0000;387603.0000;1260.0000;8074.0000;430.0000;814.0000
1;AL;36610;4050.0000;96830.0001;71325.0000;50.0000;9.0000;30.0000;20.0000
1;AL;36611;2620.0000;87923.0000;66805.0000;100.0000;248.0000;30.0000;36.0000
1;AL;36612;1610.0000;40551.0000;29623.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36613;5010.0000;197764.0001;148761.0000;250.0000;729.0000;160.0000;219.0000
1;AL;36617;5150.0000;183664.0000;106543.0000;110.0000;191.0000;70.0000;103.0000
1;AL;36618;8060.0000;329996.0000;254810.0000;510.0000;1232.0000;350.0000;412.0000
1;AL;36619;6680.0000;422118.0000;285276.0000;820.0000;4112.0000;350.0000;798.0000
1;AL;36693;9010.0000;597468.0000;373518.0000;1480.0000;9750.0000;500.0000;1150.0000
1;AL;36695;23170.0000;1601326.0000;1151646.0000;3490.0000;18673.0000;1530.0000;3257.0000
1;AL;36701;8620.0000;374123.0000;265505.0000;740.0000;4421.0000;300.0000;458.0000
1;AL;36703;4240.0000;139915.0001;107391.0000;220.0000;660.0000;80.0000;79.0000
1;AL;36720;320.0000;8807.0001;7362.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36722;160.0000;5199.0002;4292.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36726;1860.0000;82442.0000;55133.0000;200.0000;1879.0000;50.0000;87.0000
1;AL;36728;250.0000;9497.0001;6755.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36732;3590.0000;200476.0000;137703.0000;400.0000;3472.0000;150.0000;253.0000
1;AL;36736;560.0000;21818.0001;18506.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36738;410.0000;16870.0001;12489.0000;20.0000;23.0000;0.0000;0.0000
1;AL;36740;490.0000;18145.0001;14046.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36742;940.0000;52111.0001;40219.0000;100.0000;246.0000;40.0000;30.0000
1;AL;36744;2680.0000;104572.0001;76818.0000;180.0000;1191.0000;40.0000;43.0000
1;AL;36748;1290.0000;64474.0001;45250.0000;110.0000;441.0000;40.0000;23.0000
1;AL;36749;360.0000;16065.0002;12039.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36750;1240.0000;64610.0001;47204.0000;60.0000;173.0000;30.0000;29.0000
1;AL;36751;380.0000;10106.0000;8640.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36752;740.0000;44531.0001;27751.0000;100.0000;320.0000;30.0000;34.0000
1;AL;36754;110.0000;4217.0002;3476.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36756;2040.0000;80886.0001;56876.0000;130.0000;314.0000;60.0000;88.0000
1;AL;36758;520.0000;25295.0000;18896.0000;40.0000;64.0000;0.0000;0.0000
1;AL;36759;620.0000;24567.0001;15420.0000;40.0000;84.0000;0.0000;0.0000
1;AL;36761;380.0000;16040.0001;11501.0000;30.0000;145.0000;0.0000;0.0000
1;AL;36765;500.0000;16492.0001;12903.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36767;700.0000;23117.0001;18205.0000;20.0000;45.0000;0.0000;0.0000
1;AL;36768;310.0000;11005.0001;7674.0000;20.0000;94.0000;0.0000;0.0000
1;AL;36769;1130.0000;40175.0000;32486.0000;60.0000;102.0000;20.0000;24.0000
1;AL;36773;150.0000;5525.0001;3819.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36775;320.0000;14521.0001;8791.0000;30.0000;106.0000;0.0000;0.0000
1;AL;36776;640.0000;21038.0001;17968.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36782;980.0000;43298.0000;32511.0000;60.0000;62.0000;0.0000;0.0000
1;AL;36783;320.0000;16475.0001;11504.0000;30.0000;53.0000;0.0000;0.0000
1;AL;36784;3130.0000;161418.0000;118975.0000;350.0000;1164.0000;120.0000;159.0000
1;AL;36785;480.0000;21623.0001;13679.0000;30.0000;224.0000;0.0000;0.0000
1;AL;36786;1240.0000;34543.0001;27893.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36790;110.0000;6354.0002;4594.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36792;500.0000;25285.0000;19735.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36793;220.0000;11395.0002;8122.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36801;10860.0000;671465.0000;410802.0000;1600.0000;12047.0000;640.0000;1338.0000
1;AL;36804;9180.0000;496225.0000;356113.0000;990.0000;4818.0000;510.0000;968.0000
1;AL;36830;17640.0000;1672104.0000;1045749.0000;4780.0000;39983.0000;2120.0000;6660.0000
1;AL;36832;9320.0000;503229.0000;385957.0000;1320.0000;6206.0000;530.0000;1297.0000
1;AL;36850;1100.0000;43569.0000;31072.0000;60.0000;75.0000;20.0000;21.0000
1;AL;36852;1120.0000;49754.0000;41224.0000;60.0000;104.0000;30.0000;24.0000
1;AL;36853;3850.0000;324018.0000;170973.0000;770.0000;7763.0000;360.0000;1067.0000
1;AL;36854;6970.0000;318488.0000;250173.0000;560.0000;1981.0000;270.0000;498.0000
1;AL;36855;580.0000;27531.0000;19853.0000;50.0000;206.0000;0.0000;0.0000
1;AL;36856;3210.0000;155707.0001;126268.0000;220.0000;160.0000;170.0000;258.0000
1;AL;36858;180.0000;7565.0001;5920.0000;0.0000;0.0000;0.0000;0.0000
1;AL;36860;590.0000;20293.0001;15621.0000;30.0000;115.0000;0.0000;0.0000
1;AL;36861;1390.0000;99471.0000;58152.0000;260.0000;1414.0000;130.0000;355.0000
1;AL;36862;2410.0000;107154.0000;76677.0000;220.0000;1438.0000;80.0000;138.0000
1;AL;36863;5050.0000;209824.0000;153040.0000;390.0000;2951.0000;160.0000;308.0000
1;AL;36866;1720.0000;80744.0001;56109.0000;120.0000;294.0000;40.0000;59.0000
1;AL;36867;9130.0000;457964.0000;324168.0000;1120.0000;4037.0000;480.0000;958.0000
1;AL;36869;8580.0000;310455.0001;249059.0000;480.0000;1080.0000;260.0000;306.0000
1;AL;36870;7950.0000;399631.0000;318757.0000;670.0000;1130.0000;340.0000;458.0000
1;AL;36871;450.0000;20825.0001;14570.0000;40.0000;195.0000;0.0000;0.0000
1;AL;36874;4000.0000;248596.0000;180237.0000;500.0000;1582.0000;290.0000;577.0000
1;AL;36875;1960.0000;100440.0000;69225.0000;210.0000;672.0000;60.0000;60.0000
1;AL;36877;5520.0000;325034.0000;239580.0000;700.0000;2532.0000;370.0000;633.0000
1;AL;36879;1230.0000;117225.0000;80997.0000;310.0000;1390.0000;150.0000;489.0000
1;AL;36904;1580.0000;86560.0000;61027.0000;180.0000;864.0000;30.0000;32.0000
1;AL;36907;680.0000;25699.0000;19422.0000;40.0000;100.0000;0.0000;0.0000
1;AL;36908;900.0000;51356.0000;37547.0000;60.0000;212.0000;20.0000;14.0000
